# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
LAKE POWELL,AZ,36.93808333,-111.4836667,US/Mountain,,,,0,,,,reservoir,,UC,lakepowell,3700
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-29 00:00:00,6158200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-28 00:00:00,6157600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-27 00:00:00,6162000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-26 00:00:00,6167000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-25 00:00:00,6165100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-24 00:00:00,6172700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-23 00:00:00,6162000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-22 00:00:00,6168900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-21 00:00:00,6179000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-20 00:00:00,6184000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-19 00:00:00,6194700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-18 00:00:00,6203500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-17 00:00:00,6206700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-16 00:00:00,6205400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-15 00:00:00,6208600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-14 00:00:00,6209200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-13 00:00:00,6213600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-12 00:00:00,6221200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-11 00:00:00,6216100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-10 00:00:00,6221200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-09 00:00:00,6226300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-08 00:00:00,6233800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-07 00:00:00,6237600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-06 00:00:00,6239500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-05 00:00:00,6250900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-04 00:00:00,6260400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-03 00:00:00,6264200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-02 00:00:00,6263000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-09-01 00:00:00,6268700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-31 00:00:00,6283300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-30 00:00:00,6290900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-29 00:00:00,6306800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-28 00:00:00,6317700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-27 00:00:00,6326600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-26 00:00:00,6336200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-25 00:00:00,6344500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-24 00:00:00,6349600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-23 00:00:00,6358500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-22 00:00:00,6366900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-21 00:00:00,6375200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-20 00:00:00,6385500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-19 00:00:00,6387400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-18 00:00:00,6393800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-17 00:00:00,6399600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-16 00:00:00,6399600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-15 00:00:00,6406000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-14 00:00:00,6404700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-13 00:00:00,6398300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-12 00:00:00,6385500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-11 00:00:00,6373300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-10 00:00:00,6362400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-09 00:00:00,6352800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-08 00:00:00,6349600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-07 00:00:00,6355400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-06 00:00:00,6363000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-05 00:00:00,6366200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-04 00:00:00,6373300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-03 00:00:00,6382300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-02 00:00:00,6397000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-08-01 00:00:00,6406700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-31 00:00:00,6414400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-30 00:00:00,6421500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-29 00:00:00,6425300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-28 00:00:00,6430500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-27 00:00:00,6435000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-26 00:00:00,6426600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-25 00:00:00,6432400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-24 00:00:00,6432400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-23 00:00:00,6432400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-22 00:00:00,6425300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-21 00:00:00,6425300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-20 00:00:00,6418900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-19 00:00:00,6407300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-18 00:00:00,6401600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-17 00:00:00,6386200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-16 00:00:00,6378500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-15 00:00:00,6366300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-14 00:00:00,6359900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-13 00:00:00,6355400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-12 00:00:00,6353500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-11 00:00:00,6350900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-10 00:00:00,6343900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-09 00:00:00,6337500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-08 00:00:00,6327900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-07 00:00:00,6317800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-06 00:00:00,6313300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-05 00:00:00,6303100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-04 00:00:00,6291000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-03 00:00:00,6272000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-02 00:00:00,6250400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-07-01 00:00:00,6225800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-30 00:00:00,6199200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-29 00:00:00,6173500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-28 00:00:00,6140800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-27 00:00:00,6102100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-26 00:00:00,6064100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-25 00:00:00,6020000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-24 00:00:00,5974900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-23 00:00:00,5941100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-22 00:00:00,5889000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-21 00:00:00,5848800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-20 00:00:00,5801500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-19 00:00:00,5769500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-18 00:00:00,5736900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-17 00:00:00,5706300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-16 00:00:00,5672300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-15 00:00:00,5636500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-14 00:00:00,5595600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-13 00:00:00,5558300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-12 00:00:00,5523000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-11 00:00:00,5480200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-10 00:00:00,5433500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-09 00:00:00,5383000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-08 00:00:00,5339000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-07 00:00:00,5291300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-06 00:00:00,5250700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-05 00:00:00,5220500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-04 00:00:00,5188600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-03 00:00:00,5153500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-02 00:00:00,5107900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-06-01 00:00:00,5065300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-31 00:00:00,5011700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-30 00:00:00,4950700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-29 00:00:00,4889100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-28 00:00:00,4830100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-27 00:00:00,4766100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-26 00:00:00,4713900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-25 00:00:00,4677500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-24 00:00:00,4652400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-23 00:00:00,4638600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-22 00:00:00,4638000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-21 00:00:00,4642300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-20 00:00:00,4648100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-19 00:00:00,4663600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-18 00:00:00,4674800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-17 00:00:00,4685500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-16 00:00:00,4693000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-15 00:00:00,4704800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-14 00:00:00,4721400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-13 00:00:00,4729000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-12 00:00:00,4748900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-11 00:00:00,4770500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-10 00:00:00,4787800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-09 00:00:00,4804600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-08 00:00:00,4821400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-07 00:00:00,4835600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-06 00:00:00,4842700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-05 00:00:00,4852000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-04 00:00:00,4866200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-03 00:00:00,4877700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-02 00:00:00,4885300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-05-01 00:00:00,4897400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-30 00:00:00,4913300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-29 00:00:00,4917200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-28 00:00:00,4923800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-27 00:00:00,4935400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-26 00:00:00,4946400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-25 00:00:00,4955800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-24 00:00:00,4964600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-23 00:00:00,4970200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-22 00:00:00,4976200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-21 00:00:00,4984000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-20 00:00:00,4995100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-19 00:00:00,5014600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-18 00:00:00,5031300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-17 00:00:00,5048000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-16 00:00:00,5053000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-15 00:00:00,5050200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-14 00:00:00,5060300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-13 00:00:00,5070900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-12 00:00:00,5081000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-11 00:00:00,5091100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-10 00:00:00,5095600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-09 00:00:00,5101200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-08 00:00:00,5101200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-07 00:00:00,5109100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-06 00:00:00,5126500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-05 00:00:00,5141200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-04 00:00:00,5157000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-03 00:00:00,5175100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-02 00:00:00,5191000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-04-01 00:00:00,5198400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-31 00:00:00,5202900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-30 00:00:00,5206900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-29 00:00:00,5209800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-28 00:00:00,5216600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-27 00:00:00,5217200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-26 00:00:00,5218300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-25 00:00:00,5218300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-24 00:00:00,5218900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-23 00:00:00,5220600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-22 00:00:00,5220000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-21 00:00:00,5221700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-20 00:00:00,5229100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-19 00:00:00,5233700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-18 00:00:00,5239400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-17 00:00:00,5242300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-16 00:00:00,5244000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-15 00:00:00,5252000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-14 00:00:00,5257700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-13 00:00:00,5266300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-12 00:00:00,5277100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-11 00:00:00,5284000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-10 00:00:00,5289800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-09 00:00:00,5298900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-08 00:00:00,5310400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-07 00:00:00,5317300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-06 00:00:00,5320800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-05 00:00:00,5330000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-04 00:00:00,5330600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-03 00:00:00,5342700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-02 00:00:00,5346100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-03-01 00:00:00,5349000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-28 00:00:00,5354800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-27 00:00:00,5354800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-26 00:00:00,5353100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-25 00:00:00,5349600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-24 00:00:00,5353100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-23 00:00:00,5355400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-22 00:00:00,5358900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-21 00:00:00,5364100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-20 00:00:00,5372200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-19 00:00:00,5375100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-18 00:00:00,5377400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-17 00:00:00,5381400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-16 00:00:00,5388400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-15 00:00:00,5397700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-14 00:00:00,5403500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-13 00:00:00,5411600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-12 00:00:00,5415700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-11 00:00:00,5419800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-10 00:00:00,5427300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-09 00:00:00,5433700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-08 00:00:00,5442500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-07 00:00:00,5450000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-06 00:00:00,5457000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-05 00:00:00,5462900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-04 00:00:00,5463500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-03 00:00:00,5469900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-02 00:00:00,5474600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-02-01 00:00:00,5481000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-31 00:00:00,5485100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-30 00:00:00,5491000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-29 00:00:00,5491600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-28 00:00:00,5491000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-27 00:00:00,5491600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-26 00:00:00,5493300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-25 00:00:00,5498600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-24 00:00:00,5505700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-23 00:00:00,5507400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-22 00:00:00,5514500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-21 00:00:00,5511500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-20 00:00:00,5518600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-19 00:00:00,5528600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-18 00:00:00,5535600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-17 00:00:00,5544500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-16 00:00:00,5549800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-15 00:00:00,5555700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-14 00:00:00,5561000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-13 00:00:00,5575200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-12 00:00:00,5585800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-11 00:00:00,5597600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-10 00:00:00,5608300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-09 00:00:00,5621400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-08 00:00:00,5632100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-07 00:00:00,5634400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-06 00:00:00,5644600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-05 00:00:00,5652900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-04 00:00:00,5673200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-03 00:00:00,5692900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-02 00:00:00,5710900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1967-01-01 00:00:00,5716300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-31 00:00:00,5725900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-30 00:00:00,5740900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-29 00:00:00,5754700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-28 00:00:00,5774600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-27 00:00:00,5785500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-26 00:00:00,5790300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-25 00:00:00,5792100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-24 00:00:00,5790300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-23 00:00:00,5801800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-22 00:00:00,5813300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-21 00:00:00,5819400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-20 00:00:00,5831500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-19 00:00:00,5844300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-18 00:00:00,5848500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-17 00:00:00,5848600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-16 00:00:00,5855900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-15 00:00:00,5864400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-14 00:00:00,5869900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-13 00:00:00,5874700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-12 00:00:00,5877200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,1966-12-11 00:00:00,5877200,Acre feet
